AGE,EDUCATION,SEX,DISABILITY,INSURANCE,CHILD,RACE,INCOME
19,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,5000
68,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,66870
68,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,13500
39,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,121800
39,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,Some other race alone,46000
23,Regular high school diploma,Male,With disability,Health insurance coverage,No child,White alone,4500
38,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,132000
18,"College, less than 1 year",Male,Without diability,Health insurance coverage,No child,White alone,7000
15,Grade 9,Male,Without diability,Health insurance coverage,Have child,White alone,0
33,Master's degree,Female,Without diability,Health insurance coverage,No child,White alone,82220
37,"College, less than 1 year",Male,Without diability,Health insurance coverage,No child,White alone,20000
67,Bachelor's degree,Male,With disability,Health insurance coverage,No child,White alone,30200
45,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,32500
53,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,25000
53,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,468200
19,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,14210
64,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,5100
64,"College, less than 1 year",Female,Without diability,Health insurance coverage,No child,White alone,38000
30,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,30000
21,GED or alternative,Male,Without diability,Health insurance coverage,No child,White alone,30000
21,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,15600
21,Associate's degree,Male,Without diability,Health insurance coverage,No child,White alone,17000
77,Regular high school diploma,Male,With disability,Health insurance coverage,No child,White alone,41800
78,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,16000
35,Master's degree,Male,Without diability,Health insurance coverage,No child,White alone,70000
35,Master's degree,Female,Without diability,Health insurance coverage,No child,White alone,50000
93,"One or more year college, no diploma",Female,With disability,Health insurance coverage,No child,White alone,17600
62,Professional degree beyond college,Male,Without diability,Health insurance coverage,No child,White alone,60000
79,Regular high school diploma,Female,With disability,Health insurance coverage,No child,White alone,23400
33,"College, less than 1 year",Male,Without diability,Health insurance coverage,No child,White alone,131600
29,"College, less than 1 year",Female,Without diability,Health insurance coverage,No child,White alone,14500
52,"College, less than 1 year",Female,Without diability,Health insurance coverage,No child,White alone,0
62,"College, less than 1 year",Male,Without diability,Health insurance coverage,No child,White alone,120000
79,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,28660
78,"One or more year college, no diploma",Female,With disability,Health insurance coverage,No child,White alone,40000
56,Regular high school diploma,Male,Without diability,No health insurance coverage,No child,White alone,26000
53,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,31800
57,"College, less than 1 year",Male,Without diability,Health insurance coverage,No child,White alone,60000
28,GED or alternative,Male,Without diability,Health insurance coverage,No child,White alone,55000
30,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,12600
35,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,3000
62,Associate's degree,Female,Without diability,Health insurance coverage,No child,White alone,2600
57,Grade 11,Female,Without diability,No health insurance coverage,No child,White alone,0
57,Bachelor's degree,Male,Without diability,No health insurance coverage,No child,White alone,140000
57,Master's degree,Male,Without diability,No health insurance coverage,No child,White alone,0
44,"One or more year college, no diploma",Female,Without diability,No health insurance coverage,No child,White alone,4000
17,GED or alternative,Male,Without diability,No health insurance coverage,No child,White alone,0
61,Professional degree beyond college,Male,Without diability,Health insurance coverage,No child,White alone,73000
59,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,2700
46,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,52000
35,Associate's degree,Male,Without diability,Health insurance coverage,No child,White alone,66000
50,Associate's degree,Female,Without diability,Health insurance coverage,No child,White alone,36000
54,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,50000
19,"College, less than 1 year",Female,Without diability,Health insurance coverage,No child,White alone,10000
55,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,Two or more races,79600
68,Master's degree,Female,Without diability,Health insurance coverage,No child,White alone,50200
73,Bachelor's degree,Male,With disability,Health insurance coverage,No child,White alone,39050
49,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,126000
52,Associate's degree,Female,Without diability,Health insurance coverage,No child,White alone,39000
73,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,American Indian alone,10200
68,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,59700
55,Bachelor's degree,Female,With disability,Health insurance coverage,No child,White alone,32000
61,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,18400
60,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,0
36,Master's degree,Male,Without diability,Health insurance coverage,No child,White alone,50000
31,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,36000
56,Associate's degree,Female,Without diability,No health insurance coverage,No child,White alone,6000
51,"Grade 12, no diploma no diploma",Male,Without diability,No health insurance coverage,No child,White alone,54900
68,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,36200
59,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,54000
57,Associate's degree,Female,With disability,Health insurance coverage,No child,White alone,0
72,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,8000
71,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,8500
47,Professional degree beyond college,Male,Without diability,Health insurance coverage,No child,White alone,119000
46,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,46500
78,Bachelor's degree,Male,With disability,Health insurance coverage,No child,White alone,15000
22,Regular high school diploma,Male,Without diability,No health insurance coverage,No child,White alone,800
22,Regular high school diploma,Male,Without diability,No health insurance coverage,No child,White alone,0
22,Regular high school diploma,Male,Without diability,No health insurance coverage,No child,Some other race alone,0
19,Regular high school diploma,Male,Without diability,No health insurance coverage,No child,American Indian alone,0
56,Master's degree,Female,Without diability,Health insurance coverage,No child,White alone,55000
60,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,393000
37,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,75000
24,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,29000
24,Regular high school diploma,Female,Without diability,No health insurance coverage,No child,White alone,0
23,"One or more year college, no diploma",Male,Without diability,No health insurance coverage,No child,White alone,26000
44,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,55000
44,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,54000
33,Master's degree,Male,Without diability,Health insurance coverage,No child,White alone,57000
31,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,0
65,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,29000
62,"One or more year college, no diploma",Female,Without diability,No health insurance coverage,No child,White alone,5000
59,GED or alternative,Male,Without diability,Health insurance coverage,No child,White alone,56200
56,Associate's degree,Female,Without diability,Health insurance coverage,No child,White alone,20000
44,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,38000
41,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,67000
45,"College, less than 1 year",Male,Without diability,Health insurance coverage,No child,White alone,56400
23,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,46000
41,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,60000
45,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,0
17,Grade 11,Male,Without diability,Health insurance coverage,Have child,White alone,0
79,Regular high school diploma,Female,With disability,Health insurance coverage,No child,White alone,14900
93,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,39900
29,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,30000
18,"College, less than 1 year",Female,Without diability,Health insurance coverage,No child,White alone,8200
43,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,68000
40,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,460000
17,Grade 10,Female,Without diability,Health insurance coverage,Have child,White alone,0
55,"One or more year college, no diploma",Male,With disability,Health insurance coverage,No child,White alone,99200
54,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,48000
78,"College, less than 1 year",Male,With disability,Health insurance coverage,No child,White alone,36500
72,Regular high school diploma,Female,With disability,Health insurance coverage,No child,White alone,6000
34,"College, less than 1 year",Male,Without diability,No health insurance coverage,No child,White alone,14400
82,"Grade 12, no diploma no diploma",Female,Without diability,Health insurance coverage,No child,White alone,9800
55,Master's degree,Female,Without diability,Health insurance coverage,No child,White alone,80000
60,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,24220
77,"One or more year college, no diploma",Male,With disability,Health insurance coverage,No child,White alone,24000
77,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,7200
50,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,72000
50,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,20900
21,Associate's degree,Female,Without diability,Health insurance coverage,No child,White alone,14000
18,Grade 11,Male,Without diability,Health insurance coverage,No child,White alone,6000
76,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,18900
75,"College, less than 1 year",Male,Without diability,Health insurance coverage,No child,White alone,43800
42,Regular high school diploma,Male,With disability,Health insurance coverage,No child,Two or more races,8200
39,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,12400
23,Regular high school diploma,Male,With disability,Health insurance coverage,No child,White alone,9500
70,Master's degree,Female,Without diability,Health insurance coverage,No child,White alone,30000
66,Doctorate degree,Male,Without diability,Health insurance coverage,No child,White alone,87200
76,Regular high school diploma,Female,With disability,Health insurance coverage,No child,White alone,61000
74,Master's degree,Female,Without diability,Health insurance coverage,No child,White alone,83000
22,"One or more year college, no diploma",Female,With disability,No health insurance coverage,No child,White alone,6000
22,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,7400
37,Associate's degree,Male,Without diability,Health insurance coverage,No child,White alone,80000
39,"College, less than 1 year",Female,Without diability,Health insurance coverage,No child,White alone,7200
60,Associate's degree,Male,Without diability,Health insurance coverage,No child,Two or more races,66000
64,Associate's degree,Female,Without diability,Health insurance coverage,No child,White alone,85000
82,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,31800
19,"College, less than 1 year",Male,Without diability,Health insurance coverage,No child,White alone,3000
61,Regular high school diploma,Female,With disability,Health insurance coverage,No child,White alone,7200
51,Bachelor's degree,Male,With disability,Health insurance coverage,No child,White alone,24000
58,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,4000
67,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,26400
74,Regular high school diploma,Female,With disability,Health insurance coverage,No child,White alone,30000
33,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,72000
31,Master's degree,Female,Without diability,Health insurance coverage,No child,White alone,50700
58,"One or more year college, no diploma",Female,With disability,Health insurance coverage,No child,White alone,20200
59,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,85000
63,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,37000
43,"College, less than 1 year",Male,With disability,Health insurance coverage,No child,White alone,55000
35,"College, less than 1 year",Female,Without diability,Health insurance coverage,No child,White alone,30000
46,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,36200
49,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,87800
24,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,20000
31,Associate's degree,Female,Without diability,Health insurance coverage,No child,White alone,20000
35,Associate's degree,Male,Without diability,Health insurance coverage,No child,White alone,100000
30,Master's degree,Female,Without diability,Health insurance coverage,No child,White alone,50000
31,Regular high school diploma,Male,With disability,Health insurance coverage,No child,White alone,8800
28,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,61220
29,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,92000
52,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,121000
49,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,0
26,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,82000
26,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,50000
76,Associate's degree,Male,With disability,Health insurance coverage,No child,White alone,23220
47,Regular high school diploma,Female,Without diability,No health insurance coverage,No child,White alone,0
27,GED or alternative,Female,Without diability,No health insurance coverage,No child,White alone,8000
79,"College, less than 1 year",Male,With disability,Health insurance coverage,No child,White alone,32400
29,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,40000
38,Associate's degree,Female,Without diability,Health insurance coverage,No child,White alone,28800
82,GED or alternative,Female,With disability,Health insurance coverage,No child,White alone,18000
65,Master's degree,Male,With disability,Health insurance coverage,No child,White alone,20090
57,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,50000
47,"College, less than 1 year",Female,Without diability,Health insurance coverage,No child,White alone,18000
72,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,18200
66,Regular high school diploma,Female,With disability,Health insurance coverage,No child,White alone,10120
50,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,40000
42,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,28000
18,"College, less than 1 year",Male,Without diability,Health insurance coverage,No child,White alone,5000
34,Master's degree,Male,Without diability,Health insurance coverage,No child,White alone,62000
42,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,28000
36,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,25000
44,GED or alternative,Female,Without diability,Health insurance coverage,No child,American Indian alone,29000
64,"One or more year college, no diploma",Male,With disability,Health insurance coverage,No child,American Indian alone,72500
60,Associate's degree,Female,With disability,Health insurance coverage,No child,White alone,31400
69,Associate's degree,Male,Without diability,Health insurance coverage,No child,White alone,37300
87,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,13200
26,"College, less than 1 year",Female,Without diability,Health insurance coverage,No child,White alone,9000
59,"One or more year college, no diploma",Male,With disability,Health insurance coverage,No child,White alone,20400
28,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,26000
29,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,38000
34,Associate's degree,Male,Without diability,No health insurance coverage,No child,White alone,19300
60,Bachelor's degree,Male,With disability,Health insurance coverage,No child,White alone,14700
30,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,Some other race alone,55000
30,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,36000
72,Grade 7,Female,Without diability,Health insurance coverage,No child,White alone,32400
62,Bachelor's degree,Male,Without diability,No health insurance coverage,No child,White alone,49500
60,Regular high school diploma,Female,Without diability,No health insurance coverage,No child,White alone,26000
74,Master's degree,Male,Without diability,Health insurance coverage,No child,White alone,46500
74,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,21300
68,Associate's degree,Male,With disability,Health insurance coverage,No child,Some other race alone,50700
67,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,25400
29,Master's degree,Female,Without diability,Health insurance coverage,No child,White alone,53000
33,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,51000
52,GED or alternative,Male,With disability,No health insurance coverage,No child,White alone,0
56,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,16000
54,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,19200
35,"College, less than 1 year",Male,Without diability,Health insurance coverage,No child,White alone,25500
36,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,0
18,"College, less than 1 year",Male,Without diability,Health insurance coverage,No child,White alone,0
15,Grade 9,Male,Without diability,Health insurance coverage,Have child,White alone,0
66,Master's degree,Female,With disability,Health insurance coverage,No child,White alone,44400
66,Master's degree,Male,Without diability,Health insurance coverage,No child,White alone,23700
80,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,7000
45,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,60000
31,GED or alternative,Male,Without diability,Health insurance coverage,No child,Two or more races,38300
20,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,12000
20,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,7000
43,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,60000
52,"College, less than 1 year",Male,Without diability,Health insurance coverage,No child,White alone,92000
56,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,40000
48,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,37000
55,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,American Indian alone,40000
16,Grade 9,Male,Without diability,Health insurance coverage,Have child,American Indian alone,3000
49,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,60000
45,"College, less than 1 year",Female,Without diability,Health insurance coverage,No child,White alone,85000
17,Grade 11,Female,Without diability,Health insurance coverage,Have child,White alone,0
64,Associate's degree,Male,Without diability,Health insurance coverage,No child,White alone,0
67,Master's degree,Female,Without diability,Health insurance coverage,No child,White alone,7000
63,"College, less than 1 year",Female,Without diability,Health insurance coverage,No child,White alone,26010
65,"College, less than 1 year",Male,Without diability,Health insurance coverage,No child,White alone,36010
86,"Grade 12, no diploma no diploma",Female,With disability,Health insurance coverage,No child,Asian alone,9700
83,Bachelor's degree,Male,With disability,Health insurance coverage,No child,White alone,22400
83,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,12000
60,GED or alternative,Female,With disability,No health insurance coverage,No child,White alone,0
34,Regular high school diploma,Female,Without diability,No health insurance coverage,No child,White alone,1400
59,"One or more year college, no diploma",Male,With disability,Health insurance coverage,No child,White alone,126520
77,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,27500
76,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,14800
67,Master's degree,Male,Without diability,Health insurance coverage,No child,White alone,45020
64,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,16000
34,"One or more year college, no diploma",Female,Without diability,No health insurance coverage,No child,American Indian alone,26600
27,Grade 11,Male,Without diability,No health insurance coverage,No child,American Indian alone,21640
68,Associate's degree,Male,Without diability,Health insurance coverage,No child,White alone,32800
64,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,6000
37,Associate's degree,Female,Without diability,Health insurance coverage,No child,White alone,26000
15,Grade 10,Female,Without diability,Health insurance coverage,No child,White alone,0
56,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,Two or more races,29200
59,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,Two or more races,14500
28,Grade 8,Male,Without diability,Health insurance coverage,No child,Some other race alone,45000
30,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,36000
30,Master's degree,Male,Without diability,Health insurance coverage,No child,White alone,24000
21,"One or more year college, no diploma",Male,Without diability,No health insurance coverage,No child,White alone,50000
26,Grade 9,Male,Without diability,No health insurance coverage,No child,White alone,39400
26,"One or more year college, no diploma",Male,Without diability,No health insurance coverage,No child,White alone,88000
24,Grade 11,Male,Without diability,No health insurance coverage,No child,White alone,30000
53,"College, less than 1 year",Male,Without diability,Health insurance coverage,No child,White alone,84300
61,"College, less than 1 year",Female,Without diability,No health insurance coverage,No child,White alone,11600
31,"College, less than 1 year",Female,With disability,Health insurance coverage,No child,White alone,28000
32,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,24000
35,Associate's degree,Female,Without diability,Health insurance coverage,No child,White alone,0
36,Grade 11,Male,With disability,Health insurance coverage,No child,White alone,0
19,Grade 11,Male,With disability,No health insurance coverage,No child,White alone,0
16,Grade 10,Male,Without diability,Health insurance coverage,Have child,White alone,0
31,GED or alternative,Female,Without diability,No health insurance coverage,No child,White alone,20000
31,Regular high school diploma,Male,Without diability,No health insurance coverage,No child,White alone,80000
77,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,15800
86,Grade 8,Male,With disability,Health insurance coverage,No child,White alone,17300
79,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,7100
62,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,1000
36,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,7000
50,Associate's degree,Male,Without diability,Health insurance coverage,No child,Two or more races,45000
50,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,Asian alone,59000
44,Associate's degree,Male,Without diability,Health insurance coverage,No child,White alone,120000
42,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,50000
16,Grade 9,Male,Without diability,Health insurance coverage,Have child,White alone,0
43,"One or more year college, no diploma",Female,Without diability,No health insurance coverage,No child,White alone,15200
44,"One or more year college, no diploma",Male,With disability,No health insurance coverage,No child,White alone,1500
22,Regular high school diploma,Male,With disability,No health insurance coverage,No child,White alone,0
18,Grade 11,Male,With disability,Health insurance coverage,No child,Some other race alone,0
44,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,25000
30,"College, less than 1 year",Male,Without diability,Health insurance coverage,No child,White alone,60000
42,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,80000
15,Grade 8,Male,Without diability,Health insurance coverage,Have child,White alone,0
40,"College, less than 1 year",Female,Without diability,Health insurance coverage,No child,White alone,24000
23,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,25000
62,Regular high school diploma,Female,With disability,No health insurance coverage,No child,White alone,5100
34,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,54000
42,Master's degree,Female,Without diability,Health insurance coverage,No child,White alone,41000
47,Master's degree,Male,Without diability,Health insurance coverage,No child,White alone,70000
51,"Grade 12, no diploma no diploma",Male,Without diability,Health insurance coverage,No child,White alone,57000
53,Master's degree,Female,Without diability,Health insurance coverage,No child,White alone,67200
61,"One or more year college, no diploma",Male,With disability,Health insurance coverage,No child,White alone,24400
64,Regular high school diploma,Male,With disability,Health insurance coverage,No child,White alone,5000
23,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,48800
54,Regular high school diploma,Female,With disability,Health insurance coverage,No child,White alone,70000
67,Associate's degree,Female,Without diability,Health insurance coverage,No child,White alone,8800
66,GED or alternative,Male,Without diability,Health insurance coverage,No child,White alone,27600
66,"One or more year college, no diploma",Male,With disability,Health insurance coverage,No child,White alone,76300
59,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,16000
23,"College, less than 1 year",Male,Without diability,Health insurance coverage,No child,White alone,20000
28,Associate's degree,Male,Without diability,Health insurance coverage,No child,White alone,20000
31,"One or more year college, no diploma",Male,With disability,Health insurance coverage,No child,White alone,0
31,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,10800
72,"One or more year college, no diploma",Female,With disability,Health insurance coverage,No child,White alone,12400
51,Regular high school diploma,Male,With disability,No health insurance coverage,No child,White alone,6600
60,Master's degree,Female,Without diability,Health insurance coverage,No child,White alone,34000
61,Master's degree,Male,Without diability,Health insurance coverage,No child,White alone,39000
63,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,3000
61,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,830
56,Grade 9,Female,Without diability,Health insurance coverage,No child,White alone,174000
56,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,20000
30,Grade 11,Male,Without diability,No health insurance coverage,No child,White alone,38000
34,Regular high school diploma,Female,With disability,Health insurance coverage,No child,White alone,3600
33,Associate's degree,Female,Without diability,No health insurance coverage,No child,White alone,0
43,Associate's degree,Female,Without diability,Health insurance coverage,No child,White alone,34800
43,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,45200
42,Master's degree,Female,Without diability,Health insurance coverage,No child,White alone,60000
45,Master's degree,Male,Without diability,Health insurance coverage,No child,White alone,114000
17,Grade 11,Female,Without diability,Health insurance coverage,Have child,White alone,0
39,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,American Indian alone,33400
61,"One or more year college, no diploma",Female,Without diability,No health insurance coverage,No child,White alone,59900
37,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,23000
33,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,48000
28,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,42000
26,Associate's degree,Female,Without diability,Health insurance coverage,No child,White alone,8000
21,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,33600
23,GED or alternative,Male,Without diability,Health insurance coverage,No child,White alone,28500
18,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,4000
64,1,Male,Without diability,Health insurance coverage,No child,White alone,90000
55,Associate's degree,Female,Without diability,Health insurance coverage,No child,White alone,1100
65,"One or more year college, no diploma",Female,With disability,Health insurance coverage,No child,White alone,11300
75,Regular high school diploma,Male,With disability,Health insurance coverage,No child,White alone,29500
64,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,32000
34,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,0
39,GED or alternative,Male,Without diability,Health insurance coverage,No child,White alone,24000
46,Master's degree,Female,Without diability,Health insurance coverage,No child,White alone,58000
49,"College, less than 1 year",Male,Without diability,Health insurance coverage,No child,White alone,0
23,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,8800
21,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,34700
18,"Grade 12, no diploma no diploma",Male,Without diability,Health insurance coverage,No child,White alone,10000
34,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,140000
36,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,80000
26,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,7000
26,Bachelor's degree,Male,Without diability,No health insurance coverage,No child,White alone,20000
62,Bachelor's degree,Male,With disability,Health insurance coverage,No child,White alone,214000
33,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,35000
34,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,40000
68,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,43700
74,"One or more year college, no diploma",Male,With disability,Health insurance coverage,No child,White alone,24620
74,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,18140
43,1,Male,Without diability,No health insurance coverage,No child,White alone,1000
46,Grade 10,Female,Without diability,No health insurance coverage,No child,White alone,20000
21,Regular high school diploma,Female,Without diability,No health insurance coverage,No child,White alone,25000
19,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,22000
69,Master's degree,Male,With disability,Health insurance coverage,No child,White alone,61800
29,Associate's degree,Female,Without diability,Health insurance coverage,No child,White alone,14000
32,Associate's degree,Male,Without diability,Health insurance coverage,No child,White alone,54000
72,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,82000
67,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,59000
60,Bachelor's degree,Female,With disability,Health insurance coverage,No child,White alone,6000
58,Regular high school diploma,Male,Without diability,No health insurance coverage,No child,White alone,22510
57,Regular high school diploma,Female,Without diability,No health insurance coverage,No child,White alone,22500
61,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,21000
67,Regular high school diploma,Male,With disability,Health insurance coverage,No child,White alone,20400
33,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,15000
73,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,15000
72,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,9400
